±â¿Â,½Àµµ,Ç³Çâ,Ç³¼Ó,»êºÒ
17.2,97,20,1.1,0
3.2,94,20,0.5,0
13.8,24,200,2.9,0
28.4,85,360,2,0
27.2,26,250,1.7,0
-13.7,84,0,0.3,0
14.8,19,110,1,0
3.8,40,200,0.9,0
15.8,47,50,1.6,0
21.9,60,340,2.4,0
18.7,54,340,0.6,0
28.3,39,250,1.4,0
15.8,11,200,3.6,0
13,29,230,1.5,0
10.6,27,320,4.4,0
12.1,24,250,1.6,0
19.9,15,270,2.6,0
10.3,34,230,1.4,0
10.8,41,50,1.3,0
22,32,180,0.7,0
10.8,70,50,0.8,0
9.3,44,320,0.5,0
32.2,57,250,1.8,0
15.7,24,230,4.9,0
6.9,53,200,2.6,0
5.6,49,230,3.4,0
19.8,30,180,1.6,0
1.6,53,200,2.7,0
10.7,34,160,1.4,0
8.4,41,200,1.2,0
5.8,47,50,0.6,0
29.9,36,250,3,0
35,49,250,2.5,0
15.9,37,320,0.9,0
4.3,83,340,0.5,0
19.2,25,230,1.4,0
20.4,27,250,5.1,0
10.4,61,50,2.3,0
8.6,56,0,0,0
1.8,31,250,4.6,0
17.5,52,270,1.9,0
6.3,49,230,4.1,0
3.7,24,270,3.5,0
-5.4,36,250,0.6,0
3.9,58,320,0.5,0
6.3,25,270,2.6,0
1.7,84,0,0,0
25.4,33,230,2.9,0
7.1,32,250,1.1,0
10.9,78,360,0.5,0
17.9,30,230,2.2,0
8.3,44,250,1.2,0
18.9,90,340,0.7,0
7,32,230,2.5,0
13.7,32,250,1.5,0
27.4,90,360,0.7,0
25.6,30,200,1.5,0
-12.9,76,90,0.8,0
12.3,19,200,1.9,0
2.2,48,250,2.3,0
17.3,29,90,1.3,0
22.1,62,360,2.3,0
20.8,29,160,1.3,0
23.9,57,250,1,0
15,12,270,3,0
9.7,49,340,0.6,0
10.7,57,90,0.8,0
10.2,34,290,2.1,0
17.7,22,200,1.7,0
8.5,59,270,2.8,0
11.5,28,290,1.7,0
14.1,70,140,0.8,0
6.3,36,270,3.6,0
13.7,19,20,0.6,0
